"","Respondent","Choice","Option","ChoiceMade","Chosen","Policy","Experience","Party_Affiliation","Gender"
"760",38,10,"B",0,"A","Tax Cuts","Newcomer","Party B","Female"
"761",39,1,"A",1,"A","Healthcare Reform","Veteran","Party A","Female"
"762",39,1,"B",0,"A","Healthcare Reform","Veteran","Party B","Male"
"763",39,2,"A",0,"B","Tax Cuts","Experienced","Party A","Male"
"764",39,2,"B",1,"B","Tax Cuts","Experienced","Party A","Female"
"765",39,3,"A",1,"A","Climate Change Action","Newcomer","Party A","Male"
"766",39,3,"B",0,"A","Climate Change Action","Experienced","Party A","Male"
"767",39,4,"A",1,"A","Healthcare Reform","Veteran","Party A","Female"
"768",39,4,"B",0,"A","Healthcare Reform","Newcomer","Party A","Female"
"769",39,5,"A",1,"A","Tax Cuts","Newcomer","Party B","Male"
"770",39,5,"B",0,"A","Climate Change Action","Newcomer","Party B","Male"
"771",39,6,"A",1,"A","Climate Change Action","Experienced","Party B","Female"
"772",39,6,"B",0,"A","Tax Cuts","Veteran","Party A","Male"
"773",39,7,"A",1,"A","Healthcare Reform","Veteran","Party A","Male"
"774",39,7,"B",0,"A","Climate Change Action","Experienced","Party B","Male"
"775",39,8,"A",0,"B","Tax Cuts","Veteran","Party B","Female"
"776",39,8,"B",1,"B","Healthcare Reform","Veteran","Party A","Male"
"777",39,9,"A",1,"A","Healthcare Reform","Experienced","Party B","Male"
"778",39,9,"B",0,"A","Tax Cuts","Newcomer","Party A","Female"
"779",39,10,"A",0,"B","Climate Change Action","Veteran","Party A","Male"
"780",39,10,"B",1,"B","Climate Change Action","Newcomer","Party B","Male"
"781",40,1,"A",0,"B","Tax Cuts","Experienced","Party B","Male"
"782",40,1,"B",1,"B","Healthcare Reform","Newcomer","Party B","Female"
"783",40,2,"A",0,"B","Climate Change Action","Veteran","Party A","Male"
"784",40,2,"B",1,"B","Tax Cuts","Experienced","Party B","Female"
"785",40,3,"A",1,"A","Climate Change Action","Veteran","Party B","Female"
"786",40,3,"B",0,"A","Healthcare Reform","Newcomer","Party A","Female"
"787",40,4,"A",0,"B","Healthcare Reform","Veteran","Party B","Female"
"788",40,4,"B",1,"B","Climate Change Action","Newcomer","Party B","Male"
"789",40,5,"A",1,"A","Tax Cuts","Experienced","Party B","Male"
"790",40,5,"B",0,"A","Healthcare Reform","Newcomer","Party B","Male"
"791",40,6,"A",1,"A","Healthcare Reform","Veteran","Party B","Male"
"792",40,6,"B",0,"A","Healthcare Reform","Veteran","Party B","Female"
"793",40,7,"A",0,"B","Healthcare Reform","Newcomer","Party B","Male"
"794",40,7,"B",1,"B","Tax Cuts","Newcomer","Party A","Male"
"795",40,8,"A",0,"B","Climate Change Action","Newcomer","Party A","Female"
"796",40,8,"B",1,"B","Tax Cuts","Veteran","Party A","Male"
"797",40,9,"A",0,"B","Climate Change Action","Experienced","Party B","Female"
"798",40,9,"B",1,"B","Climate Change Action","Veteran","Party B","Female"
"799",40,10,"A",0,"B","Climate Change Action","Experienced","Party B","Male"
"800",40,10,"B",1,"B","Climate Change Action","Experienced","Party A","Female"
"801",41,1,"A",1,"A","Climate Change Action","Veteran","Party B","Male"
"802",41,1,"B",0,"A","Tax Cuts","Veteran","Party B","Female"
"803",41,2,"A",1,"A","Healthcare Reform","Veteran","Party B","Male"
"804",41,2,"B",0,"A","Healthcare Reform","Experienced","Party A","Male"
"805",41,3,"A",1,"A","Healthcare Reform","Veteran","Party B","Female"
"806",41,3,"B",0,"A","Healthcare Reform","Newcomer","Party B","Female"
"807",41,4,"A",1,"A","Climate Change Action","Veteran","Party B","Female"
"808",41,4,"B",0,"A","Healthcare Reform","Newcomer","Party A","Female"
"809",41,5,"A",0,"B","Tax Cuts","Experienced","Party A","Female"
"810",41,5,"B",1,"B","Tax Cuts","Veteran","Party A","Male"
"811",41,6,"A",1,"A","Healthcare Reform","Newcomer","Party A","Female"
"812",41,6,"B",0,"A","Healthcare Reform","Veteran","Party A","Male"
"813",41,7,"A",1,"A","Climate Change Action","Newcomer","Party B","Male"
"814",41,7,"B",0,"A","Tax Cuts","Newcomer","Party A","Male"
"815",41,8,"A",0,"B","Climate Change Action","Veteran","Party B","Male"
"816",41,8,"B",1,"B","Tax Cuts","Experienced","Party A","Female"
"817",41,9,"A",0,"B","Tax Cuts","Newcomer","Party B","Male"
"818",41,9,"B",1,"B","Tax Cuts","Newcomer","Party A","Male"
"819",41,10,"A",0,"B","Healthcare Reform","Veteran","Party A","Female"
"820",41,10,"B",1,"B","Climate Change Action","Veteran","Party B","Female"
"821",42,1,"A",1,"A","Tax Cuts","Veteran","Party B","Male"
"822",42,1,"B",0,"A","Healthcare Reform","Experienced","Party A","Female"
"823",42,2,"A",1,"A","Healthcare Reform","Experienced","Party B","Male"
"824",42,2,"B",0,"A","Healthcare Reform","Experienced","Party A","Female"
"825",42,3,"A",1,"A","Healthcare Reform","Veteran","Party A","Female"
"826",42,3,"B",0,"A","Climate Change Action","Veteran","Party A","Male"
"827",42,4,"A",0,"B","Tax Cuts","Veteran","Party B","Female"
"828",42,4,"B",1,"B","Climate Change Action","Experienced","Party A","Female"
"829",42,5,"A",1,"A","Climate Change Action","Newcomer","Party B","Male"
"830",42,5,"B",0,"A","Climate Change Action","Experienced","Party B","Male"
"831",42,6,"A",1,"A","Climate Change Action","Experienced","Party B","Male"
"832",42,6,"B",0,"A","Healthcare Reform","Veteran","Party A","Female"
"833",42,7,"A",0,"B","Tax Cuts","Experienced","Party A","Male"
"834",42,7,"B",1,"B","Tax Cuts","Experienced","Party B","Male"
"835",42,8,"A",0,"B","Tax Cuts","Veteran","Party B","Male"
"836",42,8,"B",1,"B","Tax Cuts","Newcomer","Party A","Male"
"837",42,9,"A",0,"B","Climate Change Action","Experienced","Party A","Female"
"838",42,9,"B",1,"B","Tax Cuts","Newcomer","Party B","Male"
"839",42,10,"A",0,"B","Climate Change Action","Experienced","Party B","Female"
"840",42,10,"B",1,"B","Healthcare Reform","Veteran","Party A","Male"
"841",43,1,"A",1,"A","Climate Change Action","Experienced","Party B","Male"
"842",43,1,"B",0,"A","Tax Cuts","Veteran","Party A","Female"
"843",43,2,"A",1,"A","Tax Cuts","Experienced","Party A","Female"
"844",43,2,"B",0,"A","Tax Cuts","Newcomer","Party B","Male"
"845",43,3,"A",1,"A","Healthcare Reform","Veteran","Party A","Female"
"846",43,3,"B",0,"A","Healthcare Reform","Newcomer","Party B","Male"
"847",43,4,"A",1,"A","Healthcare Reform","Veteran","Party B","Female"
"848",43,4,"B",0,"A","Healthcare Reform","Newcomer","Party B","Female"
"849",43,5,"A",0,"B","Climate Change Action","Experienced","Party A","Male"
"850",43,5,"B",1,"B","Climate Change Action","Newcomer","Party B","Male"
"851",43,6,"A",1,"A","Healthcare Reform","Newcomer","Party A","Female"
"852",43,6,"B",0,"A","Tax Cuts","Veteran","Party B","Female"
"853",43,7,"A",1,"A","Tax Cuts","Veteran","Party A","Male"
"854",43,7,"B",0,"A","Healthcare Reform","Newcomer","Party B","Female"
"855",43,8,"A",1,"A","Tax Cuts","Newcomer","Party A","Male"
"856",43,8,"B",0,"A","Healthcare Reform","Experienced","Party B","Male"
"857",43,9,"A",1,"A","Healthcare Reform","Newcomer","Party A","Female"
"858",43,9,"B",0,"A","Healthcare Reform","Experienced","Party B","Female"
"859",43,10,"A",1,"A","Tax Cuts","Newcomer","Party B","Male"
"860",43,10,"B",0,"A","Climate Change Action","Veteran","Party B","Female"
"861",44,1,"A",1,"A","Tax Cuts","Newcomer","Party B","Female"
"862",44,1,"B",0,"A","Climate Change Action","Experienced","Party B","Female"
"863",44,2,"A",1,"A","Climate Change Action","Veteran","Party A","Female"
"864",44,2,"B",0,"A","Healthcare Reform","Veteran","Party A","Female"
"865",44,3,"A",0,"B","Tax Cuts","Veteran","Party A","Male"
"866",44,3,"B",1,"B","Climate Change Action","Experienced","Party B","Female"
"867",44,4,"A",0,"B","Healthcare Reform","Newcomer","Party B","Female"
"868",44,4,"B",1,"B","Tax Cuts","Veteran","Party A","Male"
"869",44,5,"A",0,"B","Healthcare Reform","Veteran","Party B","Male"
"870",44,5,"B",1,"B","Healthcare Reform","Newcomer","Party B","Male"
"871",44,6,"A",1,"A","Climate Change Action","Experienced","Party B","Male"
"872",44,6,"B",0,"A","Climate Change Action","Experienced","Party A","Female"
"873",44,7,"A",1,"A","Healthcare Reform","Newcomer","Party B","Female"
"874",44,7,"B",0,"A","Tax Cuts","Newcomer","Party A","Male"
"875",44,8,"A",0,"B","Climate Change Action","Veteran","Party B","Male"
"876",44,8,"B",1,"B","Tax Cuts","Newcomer","Party B","Male"
"877",44,9,"A",1,"A","Tax Cuts","Newcomer","Party A","Male"
"878",44,9,"B",0,"A","Healthcare Reform","Newcomer","Party A","Female"
"879",44,10,"A",0,"B","Tax Cuts","Newcomer","Party A","Male"
"880",44,10,"B",1,"B","Tax Cuts","Experienced","Party A","Female"
"881",45,1,"A",1,"A","Tax Cuts","Experienced","Party A","Male"
"882",45,1,"B",0,"A","Climate Change Action","Experienced","Party A","Male"
"883",45,2,"A",1,"A","Tax Cuts","Veteran","Party B","Male"
"884",45,2,"B",0,"A","Climate Change Action","Veteran","Party A","Female"
"885",45,3,"A",1,"A","Climate Change Action","Newcomer","Party B","Male"
"886",45,3,"B",0,"A","Climate Change Action","Experienced","Party B","Male"
"887",45,4,"A",1,"A","Healthcare Reform","Veteran","Party B","Female"
"888",45,4,"B",0,"A","Tax Cuts","Experienced","Party B","Male"
"889",45,5,"A",1,"A","Tax Cuts","Newcomer","Party A","Male"
"890",45,5,"B",0,"A","Healthcare Reform","Veteran","Party B","Male"
"891",45,6,"A",0,"B","Climate Change Action","Experienced","Party B","Male"
"892",45,6,"B",1,"B","Healthcare Reform","Newcomer","Party B","Male"
"893",45,7,"A",1,"A","Climate Change Action","Experienced","Party A","Female"
"894",45,7,"B",0,"A","Climate Change Action","Veteran","Party A","Female"
"895",45,8,"A",1,"A","Climate Change Action","Newcomer","Party A","Male"
"896",45,8,"B",0,"A","Healthcare Reform","Veteran","Party B","Female"
"897",45,9,"A",0,"B","Climate Change Action","Newcomer","Party B","Female"
"898",45,9,"B",1,"B","Healthcare Reform","Veteran","Party B","Male"
"899",45,10,"A",1,"A","Climate Change Action","Veteran","Party A","Male"
"900",45,10,"B",0,"A","Healthcare Reform","Experienced","Party B","Male"
"901",46,1,"A",1,"A","Climate Change Action","Veteran","Party A","Female"
"902",46,1,"B",0,"A","Climate Change Action","Veteran","Party B","Male"
"903",46,2,"A",0,"B","Climate Change Action","Veteran","Party A","Male"
"904",46,2,"B",1,"B","Tax Cuts","Veteran","Party B","Female"
"905",46,3,"A",1,"A","Climate Change Action","Veteran","Party A","Male"
"906",46,3,"B",0,"A","Tax Cuts","Experienced","Party A","Male"
"907",46,4,"A",1,"A","Healthcare Reform","Newcomer","Party B","Female"
"908",46,4,"B",0,"A","Climate Change Action","Veteran","Party B","Male"
"909",46,5,"A",1,"A","Climate Change Action","Experienced","Party A","Male"
"910",46,5,"B",0,"A","Healthcare Reform","Experienced","Party A","Female"
"911",46,6,"A",1,"A","Tax Cuts","Veteran","Party A","Female"
"912",46,6,"B",0,"A","Climate Change Action","Experienced","Party B","Male"
"913",46,7,"A",1,"A","Climate Change Action","Veteran","Party A","Female"
"914",46,7,"B",0,"A","Tax Cuts","Veteran","Party A","Male"
"915",46,8,"A",1,"A","Healthcare Reform","Experienced","Party A","Female"
"916",46,8,"B",0,"A","Healthcare Reform","Veteran","Party A","Female"
"917",46,9,"A",1,"A","Tax Cuts","Experienced","Party B","Male"
"918",46,9,"B",0,"A","Tax Cuts","Veteran","Party A","Male"
"919",46,10,"A",1,"A","Climate Change Action","Newcomer","Party A","Male"
"920",46,10,"B",0,"A","Healthcare Reform","Newcomer","Party A","Female"
"921",47,1,"A",0,"B","Healthcare Reform","Experienced","Party B","Female"
"922",47,1,"B",1,"B","Climate Change Action","Experienced","Party A","Male"
"923",47,2,"A",0,"B","Tax Cuts","Veteran","Party A","Female"
"924",47,2,"B",1,"B","Tax Cuts","Newcomer","Party B","Female"
"925",47,3,"A",1,"A","Climate Change Action","Newcomer","Party A","Female"
"926",47,3,"B",0,"A","Healthcare Reform","Experienced","Party A","Male"
"927",47,4,"A",0,"B","Healthcare Reform","Newcomer","Party B","Male"
"928",47,4,"B",1,"B","Healthcare Reform","Veteran","Party B","Male"
"929",47,5,"A",1,"A","Healthcare Reform","Veteran","Party B","Male"
"930",47,5,"B",0,"A","Tax Cuts","Veteran","Party B","Female"
"931",47,6,"A",0,"B","Climate Change Action","Newcomer","Party B","Female"
"932",47,6,"B",1,"B","Climate Change Action","Newcomer","Party A","Female"
"933",47,7,"A",0,"B","Climate Change Action","Veteran","Party A","Female"
"934",47,7,"B",1,"B","Tax Cuts","Newcomer","Party A","Male"
"935",47,8,"A",1,"A","Climate Change Action","Veteran","Party B","Female"
"936",47,8,"B",0,"A","Healthcare Reform","Newcomer","Party B","Male"
"937",47,9,"A",1,"A","Healthcare Reform","Experienced","Party A","Male"
"938",47,9,"B",0,"A","Tax Cuts","Veteran","Party B","Female"
"939",47,10,"A",1,"A","Healthcare Reform","Veteran","Party A","Male"
"940",47,10,"B",0,"A","Tax Cuts","Newcomer","Party B","Male"
"941",48,1,"A",1,"A","Tax Cuts","Newcomer","Party A","Male"
"942",48,1,"B",0,"A","Healthcare Reform","Experienced","Party B","Male"
"943",48,2,"A",1,"A","Tax Cuts","Experienced","Party B","Female"
"944",48,2,"B",0,"A","Tax Cuts","Newcomer","Party B","Male"
"945",48,3,"A",1,"A","Tax Cuts","Experienced","Party A","Female"
"946",48,3,"B",0,"A","Climate Change Action","Experienced","Party A","Male"
"947",48,4,"A",0,"B","Tax Cuts","Experienced","Party A","Male"
"948",48,4,"B",1,"B","Tax Cuts","Newcomer","Party B","Female"
"949",48,5,"A",1,"A","Healthcare Reform","Newcomer","Party A","Male"
"950",48,5,"B",0,"A","Healthcare Reform","Newcomer","Party B","Male"
"951",48,6,"A",0,"B","Tax Cuts","Newcomer","Party A","Male"
"952",48,6,"B",1,"B","Tax Cuts","Veteran","Party B","Female"
"953",48,7,"A",1,"A","Healthcare Reform","Experienced","Party B","Male"
"954",48,7,"B",0,"A","Healthcare Reform","Newcomer","Party B","Female"
"955",48,8,"A",1,"A","Climate Change Action","Experienced","Party B","Male"
"956",48,8,"B",0,"A","Climate Change Action","Experienced","Party A","Male"
"957",48,9,"A",1,"A","Climate Change Action","Experienced","Party B","Male"
"958",48,9,"B",0,"A","Healthcare Reform","Veteran","Party B","Female"
"959",48,10,"A",1,"A","Tax Cuts","Veteran","Party B","Female"
"960",48,10,"B",0,"A","Healthcare Reform","Newcomer","Party B","Male"
"961",49,1,"A",0,"B","Climate Change Action","Newcomer","Party B","Male"
"962",49,1,"B",1,"B","Tax Cuts","Veteran","Party A","Male"
"963",49,2,"A",1,"A","Tax Cuts","Veteran","Party A","Male"
"964",49,2,"B",0,"A","Healthcare Reform","Experienced","Party A","Male"
"965",49,3,"A",1,"A","Climate Change Action","Experienced","Party B","Male"
"966",49,3,"B",0,"A","Tax Cuts","Veteran","Party B","Male"
"967",49,4,"A",1,"A","Climate Change Action","Veteran","Party A","Female"
"968",49,4,"B",0,"A","Healthcare Reform","Veteran","Party B","Female"
"969",49,5,"A",1,"A","Climate Change Action","Veteran","Party A","Female"
"970",49,5,"B",0,"A","Healthcare Reform","Veteran","Party A","Male"
"971",49,6,"A",1,"A","Climate Change Action","Veteran","Party A","Female"
"972",49,6,"B",0,"A","Healthcare Reform","Experienced","Party B","Male"
"973",49,7,"A",1,"A","Tax Cuts","Veteran","Party A","Male"
"974",49,7,"B",0,"A","Healthcare Reform","Veteran","Party A","Female"
"975",49,8,"A",1,"A","Tax Cuts","Veteran","Party A","Female"
"976",49,8,"B",0,"A","Tax Cuts","Veteran","Party B","Male"
"977",49,9,"A",0,"B","Climate Change Action","Newcomer","Party B","Male"
"978",49,9,"B",1,"B","Healthcare Reform","Veteran","Party B","Male"
"979",49,10,"A",1,"A","Healthcare Reform","Newcomer","Party B","Male"
"980",49,10,"B",0,"A","Tax Cuts","Experienced","Party A","Male"
"981",50,1,"A",0,"B","Climate Change Action","Experienced","Party A","Male"
"982",50,1,"B",1,"B","Climate Change Action","Newcomer","Party A","Female"
"983",50,2,"A",0,"B","Tax Cuts","Veteran","Party B","Male"
"984",50,2,"B",1,"B","Tax Cuts","Veteran","Party A","Female"
"985",50,3,"A",1,"A","Healthcare Reform","Experienced","Party B","Female"
"986",50,3,"B",0,"A","Climate Change Action","Newcomer","Party B","Male"
"987",50,4,"A",1,"A","Tax Cuts","Newcomer","Party B","Female"
"988",50,4,"B",0,"A","Climate Change Action","Experienced","Party A","Female"
"989",50,5,"A",0,"B","Tax Cuts","Veteran","Party A","Male"
"990",50,5,"B",1,"B","Healthcare Reform","Newcomer","Party A","Male"
"991",50,6,"A",1,"A","Tax Cuts","Experienced","Party A","Female"
"992",50,6,"B",0,"A","Tax Cuts","Veteran","Party B","Female"
"993",50,7,"A",1,"A","Healthcare Reform","Newcomer","Party B","Male"
"994",50,7,"B",0,"A","Healthcare Reform","Newcomer","Party B","Female"
"995",50,8,"A",1,"A","Tax Cuts","Experienced","Party A","Female"
"996",50,8,"B",0,"A","Climate Change Action","Experienced","Party B","Male"
"997",50,9,"A",1,"A","Tax Cuts","Newcomer","Party B","Female"
"998",50,9,"B",0,"A","Healthcare Reform","Experienced","Party A","Female"
"999",50,10,"A",1,"A","Healthcare Reform","Veteran","Party B","Male"
"1000",50,10,"B",0,"A","Healthcare Reform","Experienced","Party B","Female"
"1001",51,1,"A",0,"B","Climate Change Action","Newcomer","Party B","Male"
"1002",51,1,"B",1,"B","Tax Cuts","Newcomer","Party A","Female"
"1003",51,2,"A",1,"A","Climate Change Action","Veteran","Party A","Male"
"1004",51,2,"B",0,"A","Healthcare Reform","Newcomer","Party B","Female"
"1005",51,3,"A",1,"A","Climate Change Action","Newcomer","Party A","Male"
"1006",51,3,"B",0,"A","Healthcare Reform","Experienced","Party A","Male"
"1007",51,4,"A",0,"B","Healthcare Reform","Newcomer","Party B","Male"
"1008",51,4,"B",1,"B","Climate Change Action","Veteran","Party B","Female"
"1009",51,5,"A",1,"A","Tax Cuts","Experienced","Party A","Male"
"1010",51,5,"B",0,"A","Tax Cuts","Newcomer","Party B","Male"
"1011",51,6,"A",1,"A","Climate Change Action","Newcomer","Party B","Male"
"1012",51,6,"B",0,"A","Tax Cuts","Experienced","Party A","Male"
"1013",51,7,"A",1,"A","Climate Change Action","Experienced","Party A","Female"
"1014",51,7,"B",0,"A","Healthcare Reform","Experienced","Party A","Male"
"1015",51,8,"A",1,"A","Healthcare Reform","Veteran","Party B","Female"
"1016",51,8,"B",0,"A","Tax Cuts","Experienced","Party B","Female"
"1017",51,9,"A",0,"B","Healthcare Reform","Newcomer","Party A","Male"
"1018",51,9,"B",1,"B","Healthcare Reform","Newcomer","Party A","Female"
"1019",51,10,"A",0,"B","Tax Cuts","Newcomer","Party B","Male"
"1020",51,10,"B",1,"B","Tax Cuts","Newcomer","Party B","Female"
"1021",52,1,"A",0,"B","Climate Change Action","Veteran","Party A","Female"
"1022",52,1,"B",1,"B","Climate Change Action","Experienced","Party A","Female"
"1023",52,2,"A",1,"A","Tax Cuts","Experienced","Party A","Male"
"1024",52,2,"B",0,"A","Tax Cuts","Newcomer","Party A","Male"
"1025",52,3,"A",1,"A","Tax Cuts","Veteran","Party A","Female"
"1026",52,3,"B",0,"A","Healthcare Reform","Newcomer","Party B","Female"
"1027",52,4,"A",1,"A","Climate Change Action","Experienced","Party A","Male"
"1028",52,4,"B",0,"A","Tax Cuts","Veteran","Party A","Female"
"1029",52,5,"A",1,"A","Healthcare Reform","Newcomer","Party B","Female"
"1030",52,5,"B",0,"A","Climate Change Action","Experienced","Party A","Male"
"1031",52,6,"A",1,"A","Healthcare Reform","Experienced","Party A","Male"
"1032",52,6,"B",0,"A","Healthcare Reform","Experienced","Party A","Female"
"1033",52,7,"A",1,"A","Climate Change Action","Experienced","Party B","Male"
"1034",52,7,"B",0,"A","Climate Change Action","Experienced","Party A","Male"
"1035",52,8,"A",1,"A","Climate Change Action","Newcomer","Party A","Male"
"1036",52,8,"B",0,"A","Climate Change Action","Newcomer","Party A","Female"
"1037",52,9,"A",1,"A","Healthcare Reform","Newcomer","Party B","Male"
"1038",52,9,"B",0,"A","Healthcare Reform","Veteran","Party A","Female"
"1039",52,10,"A",0,"B","Healthcare Reform","Newcomer","Party B","Female"
"1040",52,10,"B",1,"B","Healthcare Reform","Newcomer","Party A","Male"
"1041",53,1,"A",0,"B","Tax Cuts","Veteran","Party B","Female"
"1042",53,1,"B",1,"B","Tax Cuts","Newcomer","Party A","Male"
"1043",53,2,"A",1,"A","Healthcare Reform","Newcomer","Party A","Female"
"1044",53,2,"B",0,"A","Tax Cuts","Veteran","Party A","Female"
"1045",53,3,"A",0,"B","Climate Change Action","Experienced","Party B","Female"
"1046",53,3,"B",1,"B","Tax Cuts","Experienced","Party A","Female"
"1047",53,4,"A",0,"B","Climate Change Action","Newcomer","Party A","Male"
"1048",53,4,"B",1,"B","Climate Change Action","Experienced","Party A","Female"
"1049",53,5,"A",1,"A","Tax Cuts","Experienced","Party B","Female"
"1050",53,5,"B",0,"A","Healthcare Reform","Experienced","Party B","Male"
"1051",53,6,"A",1,"A","Climate Change Action","Veteran","Party A","Male"
"1052",53,6,"B",0,"A","Tax Cuts","Veteran","Party B","Male"
"1053",53,7,"A",1,"A","Tax Cuts","Experienced","Party B","Male"
"1054",53,7,"B",0,"A","Healthcare Reform","Experienced","Party B","Female"
"1055",53,8,"A",0,"B","Tax Cuts","Veteran","Party A","Male"
"1056",53,8,"B",1,"B","Climate Change Action","Newcomer","Party B","Male"
"1057",53,9,"A",0,"B","Tax Cuts","Newcomer","Party A","Female"
"1058",53,9,"B",1,"B","Tax Cuts","Experienced","Party A","Male"
"1059",53,10,"A",1,"A","Tax Cuts","Veteran","Party B","Female"
"1060",53,10,"B",0,"A","Tax Cuts","Experienced","Party A","Male"
"1061",54,1,"A",1,"A","Tax Cuts","Veteran","Party A","Male"
"1062",54,1,"B",0,"A","Tax Cuts","Veteran","Party A","Female"
"1063",54,2,"A",1,"A","Healthcare Reform","Veteran","Party A","Female"
"1064",54,2,"B",0,"A","Healthcare Reform","Experienced","Party A","Female"
"1065",54,3,"A",1,"A","Healthcare Reform","Experienced","Party B","Female"
"1066",54,3,"B",0,"A","Climate Change Action","Veteran","Party A","Male"
"1067",54,4,"A",1,"A","Climate Change Action","Veteran","Party A","Male"
"1068",54,4,"B",0,"A","Tax Cuts","Veteran","Party B","Male"
"1069",54,5,"A",0,"B","Climate Change Action","Experienced","Party A","Female"
"1070",54,5,"B",1,"B","Tax Cuts","Newcomer","Party B","Male"
"1071",54,6,"A",1,"A","Tax Cuts","Experienced","Party B","Female"
"1072",54,6,"B",0,"A","Healthcare Reform","Veteran","Party B","Male"
"1073",54,7,"A",1,"A","Climate Change Action","Veteran","Party A","Female"
"1074",54,7,"B",0,"A","Healthcare Reform","Newcomer","Party B","Female"
"1075",54,8,"A",1,"A","Healthcare Reform","Experienced","Party B","Female"
"1076",54,8,"B",0,"A","Tax Cuts","Experienced","Party B","Male"
"1077",54,9,"A",1,"A","Healthcare Reform","Experienced","Party B","Male"
"1078",54,9,"B",0,"A","Tax Cuts","Experienced","Party B","Male"
"1079",54,10,"A",1,"A","Healthcare Reform","Experienced","Party B","Female"
"1080",54,10,"B",0,"A","Healthcare Reform","Newcomer","Party B","Male"
"1081",55,1,"A",1,"A","Tax Cuts","Newcomer","Party B","Female"
"1082",55,1,"B",0,"A","Healthcare Reform","Newcomer","Party B","Female"
"1083",55,2,"A",1,"A","Climate Change Action","Veteran","Party A","Male"
"1084",55,2,"B",0,"A","Healthcare Reform","Experienced","Party B","Male"
"1085",55,3,"A",1,"A","Tax Cuts","Experienced","Party B","Male"
"1086",55,3,"B",0,"A","Tax Cuts","Experienced","Party A","Male"
"1087",55,4,"A",1,"A","Tax Cuts","Veteran","Party A","Female"
"1088",55,4,"B",0,"A","Healthcare Reform","Experienced","Party B","Male"
"1089",55,5,"A",0,"B","Tax Cuts","Experienced","Party B","Male"
"1090",55,5,"B",1,"B","Tax Cuts","Veteran","Party A","Male"
"1091",55,6,"A",1,"A","Healthcare Reform","Veteran","Party A","Male"
"1092",55,6,"B",0,"A","Tax Cuts","Veteran","Party B","Female"
"1093",55,7,"A",1,"A","Healthcare Reform","Experienced","Party B","Male"
"1094",55,7,"B",0,"A","Climate Change Action","Veteran","Party B","Male"
"1095",55,8,"A",1,"A","Tax Cuts","Newcomer","Party A","Female"
"1096",55,8,"B",0,"A","Tax Cuts","Experienced","Party B","Female"
"1097",55,9,"A",1,"A","Tax Cuts","Veteran","Party A","Male"
"1098",55,9,"B",0,"A","Climate Change Action","Veteran","Party B","Female"
"1099",55,10,"A",1,"A","Climate Change Action","Experienced","Party B","Male"
"1100",55,10,"B",0,"A","Climate Change Action","Experienced","Party B","Female"
"1101",56,1,"A",0,"B","Climate Change Action","Newcomer","Party A","Female"
"1102",56,1,"B",1,"B","Tax Cuts","Veteran","Party B","Male"
"1103",56,2,"A",0,"B","Climate Change Action","Experienced","Party B","Female"
"1104",56,2,"B",1,"B","Tax Cuts","Experienced","Party A","Female"
"1105",56,3,"A",1,"A","Climate Change Action","Experienced","Party A","Male"
"1106",56,3,"B",0,"A","Tax Cuts","Veteran","Party B","Male"
"1107",56,4,"A",1,"A","Healthcare Reform","Newcomer","Party B","Female"
"1108",56,4,"B",0,"A","Healthcare Reform","Experienced","Party A","Male"
"1109",56,5,"A",1,"A","Healthcare Reform","Newcomer","Party B","Male"
"1110",56,5,"B",0,"A","Tax Cuts","Newcomer","Party B","Female"
"1111",56,6,"A",1,"A","Tax Cuts","Experienced","Party A","Female"
"1112",56,6,"B",0,"A","Tax Cuts","Newcomer","Party A","Male"
"1113",56,7,"A",0,"B","Healthcare Reform","Newcomer","Party B","Female"
"1114",56,7,"B",1,"B","Healthcare Reform","Veteran","Party A","Male"
"1115",56,8,"A",1,"A","Climate Change Action","Veteran","Party B","Male"
"1116",56,8,"B",0,"A","Healthcare Reform","Newcomer","Party A","Male"
"1117",56,9,"A",1,"A","Tax Cuts","Newcomer","Party B","Male"
"1118",56,9,"B",0,"A","Tax Cuts","Veteran","Party A","Male"
"1119",56,10,"A",1,"A","Tax Cuts","Experienced","Party B","Male"
"1120",56,10,"B",0,"A","Tax Cuts","Veteran","Party A","Male"
"1121",57,1,"A",0,"B","Tax Cuts","Veteran","Party A","Male"
"1122",57,1,"B",1,"B","Healthcare Reform","Veteran","Party A","Male"
"1123",57,2,"A",1,"A","Tax Cuts","Veteran","Party A","Male"
"1124",57,2,"B",0,"A","Climate Change Action","Veteran","Party A","Male"
"1125",57,3,"A",1,"A","Climate Change Action","Veteran","Party A","Male"
"1126",57,3,"B",0,"A","Climate Change Action","Newcomer","Party A","Male"
"1127",57,4,"A",1,"A","Healthcare Reform","Veteran","Party B","Female"
"1128",57,4,"B",0,"A","Tax Cuts","Veteran","Party B","Female"
"1129",57,5,"A",1,"A","Healthcare Reform","Newcomer","Party A","Male"
"1130",57,5,"B",0,"A","Climate Change Action","Newcomer","Party A","Male"
"1131",57,6,"A",1,"A","Tax Cuts","Experienced","Party B","Female"
"1132",57,6,"B",0,"A","Climate Change Action","Experienced","Party A","Male"
"1133",57,7,"A",1,"A","Climate Change Action","Experienced","Party B","Male"
"1134",57,7,"B",0,"A","Tax Cuts","Veteran","Party B","Male"
"1135",57,8,"A",0,"B","Healthcare Reform","Experienced","Party B","Female"
